Column	Row	x	y	Diameter	Intensity	Area	Trimmed	FeatureMedian	FeatureVariance	BackgroundMedian	Circularity	Perimeter	redMean	greenMean	blueMean	redMeanBack	greenMeanBack	blueMeanBack	redMedian	greenMedian	blueMedian	redMedianBack	greenMedianBack	blueMedianBack	Barcode	Filename
1	1	335	275	135	-0.0040028809088	0.055996590122	0.00305349477176	0.00015745153718	0.00141755826463	-2.03552308161e-05	0.462422727345	0.00900420906814	157.93244529	156.24643197	131.780209324	90.4411897505	100.344790608	97.8773563608	163.0	163.0	134.0	89.0	98.0	96.0	DLR00012647	DLR00012647-2009-07-03_15-42-49
2	1	470	278	135	0.125615538078	0.598913101391	0.126278477017	0.000950390938481	0.00767781174979	-1.02440033181e-05	0.710141829094	0.0237625872449	147.441063962	153.167867627	140.340183258	93.5980340064	103.677337938	100.557518597	157.0	161.0	147.0	90.0	101.0	99.0	DLR00012647	DLR00012647-2009-07-03_15-42-49
3	1	613	278	135	0.118738468758	0.579199744259	0.119534960086	0.000924192780475	0.00768426384433	-1.06825331232e-05	0.557530925206	0.0263732750813	150.085548708	155.87590838	142.300524331	97.1959989871	108.003038744	104.532413269	160.0	164.0	149.0	94.0	105.0	103.0	DLR00012647	DLR00012647-2009-07-03_15-42-49
4	1	736	276	135	0.111360171306	0.55463796686	0.112203923436	0.000914863803671	0.00752516560654	-1.24242467632e-05	0.504922854611	0.0271191858916	152.265802113	158.543707973	144.6	96.6650317024	108.742552937	105.872353152	162.0	167.0	151.0	94.0	106.0	104.0	DLR00012647	DLR00012647-2009-07-03_15-42-49
5	1	884	281	135	0.127120341735	0.587244925143	0.128084977986	0.000954302869669	0.00607095225593	-1.58109470234e-05	0.451284836605	0.0295167563536	157.716839049	164.025857376	148.365541644	94.6335355622	107.961275332	105.105331096	166.0	171.0	153.0	93.0	106.0	103.0	DLR00012647	DLR00012647-2009-07-03_15-42-49
6	1	1016	275	135	-0.00506299559616	0.0122542490277	0.000465684234586	0.000156064068591	0.000167498569921	-2.25177506245e-05	0.0	0.0	126.043478261	133.091304348	126.565217391	90.6585576353	106.171314526	104.770429905	131.0	135.0	129.0	88.0	104.0	103.0	DLR00012647	DLR00012647-2009-07-03_15-42-49
7	1	1143	276	135	0.105090588143	0.524748255101	0.105686896229	0.000900914266764	0.0065908527601	-9.13228303778e-06	0.33480724166	0.0323938409079	153.009848716	160.771347345	145.969844654	96.3139013453	110.379147982	107.072421525	163.0	169.0	153.0	93.0	108.0	106.0	DLR00012647	DLR00012647-2009-07-03_15-42-49
8	1	1285	270	135	0.104187313399	0.559912621876	0.105156352112	0.000842260054864	0.0068629467097	-1.30213259554e-05	0.454562626407	0.0287175661996	150.254638881	158.536207061	143.877914169	98.562590799	112.191525424	107.89503632	160.0	167.0	150.0	96.0	110.0	106.0	DLR00012647	DLR00012647-2009-07-03_15-42-49
9	1	1418	274	135	0.112668557453	0.568756992914	0.113456822808	0.000887459096304	0.00655054690797	-1.20585821469e-05	0.393325454788	0.0311151366615	153.105199063	161.080562061	145.137985948	97.5814183346	111.519520633	107.023844823	162.0	169.0	151.0	94.0	109.0	106.0	DLR00012647	DLR00012647-2009-07-03_15-42-49
10	1	1556	275	135	0.1187021744	0.593585167031	0.119276914036	0.000913277456168	0.00691291405801	-9.9028676457e-06	0.382492821568	0.0322340028771	153.189031505	161.00744996	144.396553272	96.7901153644	110.953723125	106.073413739	165.0	171.0	152.0	93.0	108.0	104.0	DLR00012647	DLR00012647-2009-07-03_15-42-49
11	1	1698	275	135	-0.00430722774158	0.000372955405189	1.18313898566e-05	0.0001255260217	0.00014568894767	-1.72842827584e-05	0.0	0.0	96.1428571429	111.571428571	110.0	90.7533845006	106.662189532	103.984170131	96.0	112.0	111.0	87.0	104.0	102.0	DLR00012647	DLR00012647-2009-07-03_15-42-49
12	1	1839	275	135	-0.00387556455879	0.0036229953647	0.00020765802697	0.000157668926586	0.00173359853504	-1.70860962835e-05	7.06209257666	0.000586072779583	104.176470588	119.691176471	114.588235294	91.3419068499	107.352013261	104.573070959	101.5	117.0	112.0	87.0	105.0	103.0	DLR00012647	DLR00012647-2009-07-03_15-42-49
13	1	1969	269	135	0.12225247996	0.595929458149	0.123040441585	0.000915369490897	0.00605526447884	-1.0788071314e-05	0.468041901945	0.029197080292	156.947429593	164.055967814	146.350290568	98.7834915612	112.667325949	107.750131857	166.0	172.0	152.0	97.0	111.0	107.0	DLR00012647	DLR00012647-2009-07-03_15-42-49
14	1	2116	275	135	0.11259962487	0.587404763173	0.113604095361	0.00086874988575	0.00619820397914	-1.50867531433e-05	0.500745406263	0.0280249347328	152.156462585	160.045895692	143.505034014	94.3287706612	108.650180785	104.073992769	162.0	169.0	150.0	90.0	105.0	101.0	DLR00012647	DLR00012647-2009-07-03_15-42-49
15	1	2246	270	135	0.114257622055	0.569076668975	0.115436747504	0.000875980301759	0.00558531760597	-1.448837661e-05	0.530500513942	0.02679950983	153.333302125	161.097462784	144.081453047	98.2025222552	111.743818002	106.725890208	161.0	168.0	150.0	96.0	110.0	105.0	DLR00012647	DLR00012647-2009-07-03_15-42-49
16	1	2384	266	135	0.123088831584	0.611913261229	0.123761324737	0.000889309133836	0.00596076649341	-1.07240534876e-05	0.55925958873	0.027065906548	155.470439704	163.121114497	146.327470614	99.0330862164	112.85804503	108.350082372	164.0	170.0	152.0	97.0	111.0	107.0	DLR00012647	DLR00012647-2009-07-03_15-42-49
17	1	2522	275	135	-0.00071118603969	0.0160903617667	0.00260997177473	0.000636314643848	0.0089089174218	-1.43353613452e-05	0.193624690078	0.00745910810379	135.235099338	143.185430464	131.433774834	91.1236259273	107.101857367	104.962040396	136.0	143.5	131.0	87.0	104.0	103.0	DLR00012647	DLR00012647-2009-07-03_15-42-49
