Column	Row	x	y	Diameter	Intensity	Area	Trimmed	FeatureMedian	FeatureVariance	BackgroundMedian	Circularity	Perimeter	redMean	greenMean	blueMean	redMeanBack	greenMeanBack	blueMeanBack	redMedian	greenMedian	blueMedian	redMedianBack	greenMedianBack	blueMedianBack	Barcode	Filename
1	1	335	275	135	0.00129822581716	0.070861526986	0.00404249271438	0.000192400293382	0.00154006667967	-5.96482770447e-06	0.0214844546731	0.0469923810539	140.32406015	140.451879699	122.318045113	82.4573083319	91.997591605	92.3453753082	125.0	128.0	119.0	81.0	90.0	91.0	DLR00012647	DLR00012647-2009-07-01_22-21-48
2	1	470	278	135	0.00258568219112	0.0461399115563	0.00140819313103	0.000108194728786	0.000129933569845	2.80576338349e-06	0.218835628145	0.0118812936225	90.0173210162	100.878752887	101.884526559	80.4029492264	92.0603250852	93.8536558119	85.0	97.0	99.0	78.0	90.0	92.0	DLR00012647	DLR00012647-2009-07-01_22-21-48
3	1	613	278	135	0.00277048729756	0.0428898715968	0.0012326615813	0.000102528209624	9.67079476418e-05	4.75096499261e-06	0.380741779689	0.00868453300655	88.6770186335	101.100621118	102.469565217	82.8299376531	95.5034513471	97.4973836562	86.0	100.0	101.0	80.0	93.0	96.0	DLR00012647	DLR00012647-2009-07-01_22-21-48
4	1	736	276	135	0.00309392590076	0.0523735947573	0.00165156805203	0.000114764632645	0.000113195622944	4.98876995699e-06	0.381257478825	0.00959028184773	95.5686673449	107.773143438	109.012207528	83.5295738221	97.1024963454	99.4292139885	89.0	102.0	105.0	81.0	95.0	98.0	DLR00012647	DLR00012647-2009-07-01_22-21-48
5	1	884	281	135	0.00263448136161	0.0501358623262	0.00151496595766	0.000107212426452	0.000139033414725	2.70316871124e-06	5.13235883165	0.00255740849273	88.6950053135	102.977683316	104.475026567	82.6405654027	97.1914404308	99.5787525241	88.0	102.0	104.0	80.0	96.0	99.0	DLR00012647	DLR00012647-2009-07-01_22-21-48
6	1	1016	275	135	0.000578136922181	0.0155575683308	0.000569370848942	0.000144022806392	0.000183456138788	-2.91568597704e-07	0.238643354539	0.00660663860621	114.619863014	122.400684932	118.866438356	82.6404719381	97.8141473183	100.149970233	113.0	123.0	120.0	80.0	96.0	99.0	DLR00012647	DLR00012647-2009-07-01_22-21-48
7	1	1143	276	135	0.00253475327786	0.0257872023017	0.000637955762239	9.00773539946e-05	4.83748113992e-05	6.04446724622e-06	0.521444048127	0.00575416910864	89.8512396694	104.696280992	105.962809917	83.6173913043	98.9208640963	100.937106918	86.0	103.0	105.0	80.0	97.0	100.0	DLR00012647	DLR00012647-2009-07-01_22-21-48
8	1	1285	270	135	0.00297398203365	0.0388939208269	0.00108083939066	0.000105828484396	6.13471951471e-05	6.22932716987e-06	4.33527908718	0.00245084980553	99.1575342466	112.353424658	111.942465753	84.6602915904	100.041410278	101.451078219	93.0	108.0	108.0	81.0	97.0	100.0	DLR00012647	DLR00012647-2009-07-01_22-21-48
9	1	1418	274	135	0.00306149353651	0.0433161063456	0.0011878462229	0.000101343634761	7.28072136029e-05	6.02937136614e-06	10.6310710817	0.00165165965155	94.3419434194	108.974169742	109.464944649	83.8455669414	99.5809200267	100.831866785	88.0	104.0	106.0	80.0	97.0	100.0	DLR00012647	DLR00012647-2009-07-01_22-21-48
10	1	1556	275	135	0.00261675850311	0.0328200756567	0.000851907930417	9.3100306116e-05	6.72948027692e-05	5.05035516201e-06	17.5530256201	0.00111886621557	88.8993506494	104.642857143	104.810064935	83.3409353826	98.9811601388	99.9206742687	87.0	103.0	104.0	79.0	96.0	99.0	DLR00012647	DLR00012647-2009-07-01_22-21-48
