Column	Row	x	y	Diameter	Intensity	Area	Trimmed	FeatureMedian	FeatureVariance	BackgroundMedian	Circularity	Perimeter	redMean	greenMean	blueMean	redMeanBack	greenMeanBack	blueMeanBack	redMedian	greenMedian	blueMedian	redMedianBack	greenMedianBack	blueMedianBack	Barcode	Filename
1	1	335	275	135	0.00113534171101	0.0671319729341	0.00393242460124	0.000186950148095	0.00169822545658	-5.94644218614e-06	0.0210155595974	0.0462464702435	143.20952381	143.569047619	123.207142857	83.8611571192	93.659203838	92.4689017077	126.0	131.0	120.0	82.0	92.0	91.0	DLR00012647	DLR00012647-2009-07-01_11-34-06
2	1	470	278	135	0.000595114367704	0.0103361926581	0.000266097145009	8.83789051304e-05	8.94140707063e-05	5.05563201851e-07	0.114368357064	0.00777878416538	101.489690722	108.871134021	104.984536082	81.4652489906	93.3381965007	93.5128936743	110.0	115.0	108.0	79.0	91.0	92.0	DLR00012647	DLR00012647-2009-07-01_11-34-06
3	1	613	278	135	0.00069092965281	0.00191805636955	3.74953563297e-05	7.2423481002e-05	4.02726006396e-06	1.69275521596e-06	0.0534486462804	0.00490169961106	89.1666666667	101.222222222	101.111111111	83.881332408	96.7770245022	97.2194523034	85.5	98.5	99.0	81.0	94.0	96.0	DLR00012647	DLR00012647-2009-07-01_11-34-06
4	1	736	276	135	0.000828989207546	0.0133731152432	0.000488974346076	0.000147081791142	0.000191769196513	6.14764089548e-07	0.234405397161	0.00618040385742	113.15936255	125.334661355	122.342629482	84.4654930338	98.327357166	99.1667026677	116.0	128.0	124.0	82.0	96.0	98.0	DLR00012647	DLR00012647-2009-07-01_11-34-06
5	1	884	281	135	-0.000363828873556	0.00538121370345	0.000237859952792	0.000159968347208	0.000541018319894	-3.02258533067e-06	0.719503079394	0.00223773243114	97.9108910891	109.841584158	107.158415842	83.4622348404	98.2053781873	99.0045532462	96.0	108.0	105.0	81.0	96.0	98.0	DLR00012647	DLR00012647-2009-07-01_11-34-06
6	1	1016	275	135	-0.000668920944154	0.0102829133145	0.000419309662923	0.000174713980945	0.00015082728177	-4.81866364743e-06	0.15036949151	0.00676647663701	114.347150259	123.694300518	117.787564767	83.9972006891	99.1969745909	99.8709625323	120.0	129.0	121.0	81.0	97.0	99.0	DLR00012647	DLR00012647-2009-07-01_11-34-06
7	1	1143	276	135	0.000895150935228	0.00106558687197	2.34801646923e-05	7.6994545231e-05	3.13435067311e-05	2.52643080779e-06	0.569903429223	0.00111886621557	91.1	106.2	105.45	84.6941170196	100.287001973	100.575870713	85.0	103.0	104.0	82.0	98.0	99.0	DLR00012647	DLR00012647-2009-07-01_11-34-06
8	1	1285	270	135	0.00147382072419	0.0150780542384	0.000427809556309	0.000106398332914	7.85477740181e-05	2.9352733379e-06	0.569825810585	0.00420906814428	113.731448763	124.590106007	120.533568905	85.8011468138	101.456832197	101.071080818	116.0	125.0	121.0	82.0	99.0	99.0	DLR00012647	DLR00012647-2009-07-01_11-34-06
9	1	1418	274	135	0.00121197888666	0.00948372316053	0.000285196057691	0.000116673712451	9.62425269945e-05	2.77719474618e-06	4.22838179462	0.00122542490277	113.45505618	124.202247191	119.494382022	84.9353450594	100.923941692	100.46812974	116.0	126.5	121.0	81.0	98.0	99.0	DLR00012647	DLR00012647-2009-07-01_11-34-06
10	1	1556	275	135	0.000804244931221	0.00197133571314	5.08830951911e-05	7.48919016826e-05	0.000215238903228	1.71396536498e-06	2.7512172351	0.00069263146678	101.621621622	113.675675676	109.648648649	84.3523382447	100.324951954	99.5107303011	107.0	118.0	111.0	81.0	97.0	98.0	DLR00012647	DLR00012647-2009-07-01_11-34-06
11	1	1698	275	135	0.000433254774885	0.00122542490277	3.0408040919e-05	7.69883649087e-05	0.000134335798699	7.66797258318e-07	8.02851455917	0.000319676061591	96.7391304348	110.347826087	106.47826087	83.9285714286	99.845620399	99.0608129734	96.0	112.0	109.0	80.0	97.0	98.0	DLR00012647	DLR00012647-2009-07-01_11-34-06
12	1	1839	275	135	0.000625606307905	0.0033565986467	6.78514558013e-05	7.57456252884e-05	1.32687745881e-05	8.98874861859e-07	0.0	0.0	101.174603175	113.444444444	109.015873016	84.292045333	100.508713782	99.5676788196	109.0	119.0	112.0	80.0	98.0	98.0	DLR00012647	DLR00012647-2009-07-01_11-34-06
13	1	1969	269	135	0.00150379723371	0.0104427513453	0.000307437024202	9.67106220764e-05	0.000172199953828	3.17001216319e-06	1.61933506931	0.00207789440034	96.5663265306	110.545918367	108.035714286	85.841544177	101.869487966	100.765681365	91.0	106.5	105.5	82.0	99.0	99.0	DLR00012647	DLR00012647-2009-07-01_11-34-06
14	1	2116	275	135	0.000877470994333	0.00149182162076	3.36922652775e-05	7.7456940598e-05	3.41266590364e-05	1.96673802126e-06	0.0	0.0	90.8571428571	107.0	104.285714286	83.9726268609	100.088095619	99.1948135105	86.5	105.0	104.0	80.0	97.0	98.0	DLR00012647	DLR00012647-2009-07-01_11-34-06
15	1	2246	270	135	0.00111222685055	0.0033565986467	8.48132038622e-05	7.60376362134e-05	0.000136076777501	2.23881930335e-06	6.54282106367	0.000586072779583	97.7777777778	112.365079365	109.555555556	85.0121886026	100.988987491	100.050465091	97.0	112.0	110.0	81.0	98.0	99.0	DLR00012647	DLR00012647-2009-07-01_11-34-06
16	1	2384	266	135	0.00120843016304	0.00665991794981	0.000169174820977	8.83825952547e-05	6.8077488973e-05	2.6839319134e-06	62.8318530718	0.000266396717992	109.736	120.608	114.8	85.9709289852	101.635217764	100.97865265	112.0	122.0	117.0	82.0	99.0	99.0	DLR00012647	DLR00012647-2009-07-01_11-34-06
17	1	2522	275	135	0.000576365401661	0.00133198358996	2.47673352909e-05	7.02948854138e-05	2.2752007262e-06	7.25638843368e-07	0.0	0.0	105.36	117.04	110.56	83.869611609	99.9297908664	99.8486448997	107.0	118.0	110.0	80.0	97.0	99.0	DLR00012647	DLR00012647-2009-07-01_11-34-06
18	1	2655	275	135	0.00102452189976	0.00213117374394	7.11475692442e-05	9.81034043939e-05	0.000347135982027	2.52210803188e-06	0.950198156095	0.00122542490277	96.375	110.05	108.05	83.7831704843	99.371936569	99.5800096108	94.5	109.5	109.0	80.0	97.0	98.0	DLR00012647	DLR00012647-2009-07-01_11-34-06
19	1	2794	275	135	0.000530885931804	0.00175821833875	4.5884230716e-05	7.61924340282e-05	0.000167050895482	8.18723158288e-07	5.11963247252	0.000479514092386	99.6666666667	111.636363636	108.212121212	83.1327924851	98.4994662681	98.9361656704	106.0	115.0	109.0	80.0	96.0	98.0	DLR00012647	DLR00012647-2009-07-01_11-34-06
20	1	2921	275	135	0.00122536583131	0.00271724652352	5.4457130916e-05	7.26981798471e-05	2.3906743334e-05	3.59129060892e-06	640.884901332	5.32793435985e-05	100.333333333	110.745098039	107.68627451	83.0797093707	97.6529543755	98.1395448232	105.0	114.0	110.0	81.0	96.0	97.0	DLR00012647	DLR00012647-2009-07-01_11-34-06
21	1	3066	271	135	0.00156520225703	0.00895092972455	0.000194362799088	8.10198591541e-05	1.33810825791e-05	4.32297342561e-06	0.0	0.0	100.160714286	110.05952381	106.803571429	82.3416482985	95.7457663566	96.0086554486	107.0	115.0	109.0	80.0	94.0	95.0	DLR00012647	DLR00012647-2009-07-01_11-34-06
22	1	3201	275	135	0.000792240368731	0.00277052586712	5.76156682363e-05	7.67834297968e-05	1.34874807636e-05	1.62567041335e-06	0.0	0.0	92.4038461538	102.576923077	99.7307692308	79.2803868141	92.1918042421	92.2064433403	99.0	107.0	100.0	77.0	91.0	91.0	DLR00012647	DLR00012647-2009-07-01_11-34-06
23	1	3338	272	135	0.000877852572877	0.00735254941659	0.000148062494066	7.37551526881e-05	1.83133052238e-05	2.16168334412e-06	2.06202038618	0.00154510096436	98.1449275362	104.47826087	99.5434782609	78.6205786055	90.0842144812	89.6403306317	101.0	107.0	100.0	76.0	88.0	88.0	DLR00012647	DLR00012647-2009-07-01_11-34-06
24	1	3479	275	135	0.000481279073899	0.0552506793116	0.00252644359934	0.000163127035911	0.000751194794296	-3.29394152532e-06	0.0988952358073	0.0193404017263	126.983606557	131.179363549	118.597878496	80.4125874126	90.1047823145	88.8135574103	114.0	118.0	109.0	78.0	88.0	87.0	DLR00012647	DLR00012647-2009-07-01_11-34-06
1	2	334	411	135	0.000464396652307	0.00207789440034	4.74714127016e-05	8.56164711467e-05	3.21938253901e-05	1.27939723558e-06	0.0	0.0	80.2820512821	92.0256410256	92.5897435897	73.8620928991	86.8006940737	87.6263214095	80.0	92.0	92.0	74.0	87.0	88.0	DLR00012647	DLR00012647-2009-07-01_11-34-06
2	2	470	411	135	0.000508279789603	0.00474186158027	0.000159034675517	9.45584501781e-05	0.000400391465918	9.40395873973e-07	0.912985293615	0.00186477702595	83.4494382022	96.5168539326	96.5730337079	74.0313169165	88.2797109208	89.6880620985	82.0	95.0	95.0	74.0	88.0	90.0	DLR00012647	DLR00012647-2009-07-01_11-34-06
