Column	Row	x	y	Diameter	Intensity	Area	Trimmed	FeatureMedian	FeatureVariance	BackgroundMedian	Circularity	Perimeter	redMean	greenMean	blueMean	redMeanBack	greenMeanBack	blueMeanBack	redMedian	greenMedian	blueMedian	redMedianBack	greenMedianBack	blueMedianBack	Barcode	Filename
1	1	339	280	135	0.0121230667207	0.125579412862	0.00893765669153	0.000256510742026	0.000402629598826	-5.04842980276e-06	0.102330452654	0.028664286856	105.7789563	114.188799321	109.417055579	82.6488544967	92.8471240556	92.644954911	96.0	107.0	105.0	81.0	91.0	91.0	DLR00012709	DLR00012709-2009-07-02_08-58-15
2	1	481	283	135	0.0153085167032	0.136235281581	0.00999896461234	0.00026788339311	0.000335311217901	5.55470224458e-06	0.395595071233	0.0151846129256	97.3899100508	109.006648416	108.148611654	81.5562546262	93.6260177646	94.6126326178	96.0	108.0	107.0	80.0	92.0	94.0	DLR00012709	DLR00012709-2009-07-02_08-58-15
3	1	612	280	135	0.0183361245088	0.157760136395	0.0127167623252	0.000295534477855	0.00047387320129	8.32541039931e-06	0.237278233019	0.021098620065	103.253292806	114.654170888	112.674434313	85.1708628543	97.6413208502	98.2004048583	102.0	114.0	112.0	84.0	96.0	97.0	DLR00012709	DLR00012709-2009-07-02_08-58-15
4	1	746	275	135	0.0143692559658	0.124194149928	0.00912463304833	0.000267690203945	0.000348043209112	3.81997805764e-06	0.156958429259	0.0230166764345	105.165594166	116.695409695	115.233376233	86.751307945	99.9186032364	100.698990145	103.0	115.0	114.0	85.0	98.0	99.0	DLR00012709	DLR00012709-2009-07-02_08-58-15
5	1	883	279	135	0.0191628737039	0.187703127497	0.014602202467	0.000292749357454	0.00033579806906	5.96518825226e-07	0.387515525318	0.0180084181363	104.829974454	117.652001135	115.920522282	86.357405221	100.45290568	101.215794307	104.0	117.0	115.0	85.0	99.0	100.0	DLR00012709	DLR00012709-2009-07-02_08-58-15
6	1	1020	275	135	0.0105652526323	0.0846075976344	0.00608287724575	0.000264642309607	0.000259744136936	-5.7029280756e-07	1.09494631197	0.0071927113858	103.227329975	117.110201511	115.519521411	86.0139107153	101.041673942	101.788196263	103.0	116.0	115.0	84.0	99.0	101.0	DLR00012709	DLR00012709-2009-07-02_08-58-15
7	1	1150	279	135	0.018463747035	0.170600458202	0.0133984443874	0.00029453274202	0.000345849406676	3.46144157917e-06	0.524410831722	0.0147583781768	104.350093691	118.637414116	116.239850094	86.6112931201	101.677458727	102.004817884	103.0	118.0	116.0	85.0	100.0	101.0	DLR00012709	DLR00012709-2009-07-02_08-58-15
8	1	1289	274	135	0.0147312564976	0.121103947999	0.0091286757988	0.000271030736469	0.000464129829433	4.95043907523e-06	0.403688173532	0.0141723053972	104.050593929	118.89925209	116.153101628	87.8335960233	102.841840446	102.558256547	103.0	118.0	115.0	85.0	101.0	101.0	DLR00012709	DLR00012709-2009-07-02_08-58-15
9	1	1422	273	135	0.017453583107	0.158932281954	0.0117279189003	0.000278459947378	0.000238525041033	4.97414696632e-06	1.91252467054	0.00745910810379	103.643982568	118.552799195	115.624203822	88.1120613202	103.282845559	102.627771443	103.0	118.0	115.0	86.0	101.0	101.0	DLR00012709	DLR00012709-2009-07-02_08-58-15
10	1	1560	271	135	0.00868170760157	0.0689434706164	0.00502452102964	0.000268368559993	0.000274053833169	-3.01306791745e-06	1.05754966018	0.00660663860621	103.025502318	117.880216383	115.144513138	87.1695565093	102.420028612	101.794563662	102.0	117.0	114.0	85.0	101.0	100.0	DLR00012709	DLR00012709-2009-07-02_08-58-15
